Iteration;RAPL-Value;Old-RAPL;New-RAPL;Ticks
267914296
0;50282464;417636382;467918846;2839696591
267914296
1;50419243;467918846;518338089;2839199237
267914296
2;50478081;518338089;568816170;2838249932
267914296
3;50764092;568816170;619580262;2838802976
267914296
4;50848746;619580262;670429008;2837700403
267914296
5;50874748;670429008;721303756;2837952865
267914296
6;51018241;721303756;772321997;2838267943
267914296
7;50901054;772321997;823223051;2836552662
267914296
8;51048758;823223051;874271809;2838618769
267914296
9;51049735;874271809;925321544;2837561779
267914296
10;51088981;925321544;976410525;2838646145
267914296
11;51103201;976410525;1027513726;2837810014
267914296
12;51138419;1027532159;1078670578;2837562265
267914296
13;51232718;1078670578;1129903296;2837402415
267914296
14;51478323;1129903296;1181381619;2839012857
267914296
15;51583364;1181381619;1232964983;2838034776
267914296
16;51782460;1232964983;1284747443;2838033453
267914296
17;52021351;1284747443;1336768794;2837608526
267914296
18;52050343;1336768794;1388819137;2837284856
267914296
19;52126148;1388819137;1440945285;2837590866
267914296
20;52176502;1440945285;1493121787;2837022798
267914296
21;52114979;1493121787;1545236766;2837629095
267914296
22;52347217;1545236766;1597583983;2840067941
267914296
23;52365101;1597583983;1649949084;2837310707
267914296
24;52280567;1649949084;1702229651;2839444366

